Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2020-12-01 00:00:00-05:00,352.15,354.18,351.53,352.58,74231400,0.0,0.0,0.0
2020-12-02 00:00:00-05:00,351.43,353.49,350.83,353.33,45927000,0.0,0.0,0.0
2020-12-03 00:00:00-05:00,353.22,354.67,352.08,353.23,62882000,0.0,0.0,0.0
2020-12-04 00:00:00-05:00,353.84,356.27,353.74,356.27,50749900,0.0,0.0,0.0
2020-12-07 00:00:00-05:00,355.47,356.05,354.22,355.54,48944300,0.0,0.0,0.0
2020-12-08 00:00:00-05:00,354.22,357.17,354.17,356.58,42458900,0.0,0.0,0.0
2020-12-09 00:00:00-05:00,357.27,357.43,352.52,353.38,74098300,0.0,0.0,0.0
2020-12-10 00:00:00-05:00,351.96,354.36,351.05,353.27,57735400,0.0,0.0,0.0
2020-12-11 00:00:00-05:00,351.51,353.28,349.93,352.85,57698600,0.0,0.0,0.0
2020-12-14 00:00:00-05:00,355.11,356.23,351.09,351.27,69216200,0.0,0.0,0.0
2020-12-15 00:00:00-05:00,353.91,356.02,352.49,356.02,63865300,0.0,0.0,0.0
2020-12-16 00:00:00-05:00,356.24,357.54,355.33,356.58,58420500,0.0,0.0,0.0
2020-12-17 00:00:00-05:00,358.29,358.79,357.43,358.58,64119500,0.0,0.0,0.0
2020-12-18 00:00:00-05:00,358.88,359.05,355.05,357.14,136542300,1.58,0.0,0.0
2020-12-21 00:00:00-05:00,353.07,366.12,350.23,355.87,96386700,0.0,0.0,0.0
2020-12-22 00:00:00-05:00,356.21,356.32,354.1,355.27,47949000,0.0,0.0,0.0
2020-12-23 00:00:00-05:00,356.27,357.57,355.25,355.59,46201400,0.0,0.0,0.0
2020-12-24 00:00:00-05:00,356.08,357.0,355.47,356.97,26457900,0.0,0.0,0.0
2020-12-28 00:00:00-05:00,359.62,360.44,358.97,360.04,39000400,0.0,0.0,0.0
2020-12-29 00:00:00-05:00,361.62,361.81,358.74,359.35,53680500,0.0,0.0,0.0
2020-12-30 00:00:00-05:00,360.2,360.94,359.46,359.86,49455300,0.0,0.0,0.0
2020-12-31 00:00:00-05:00,359.66,362.45,359.13,361.69,78520700,0.0,0.0,0.0
2021-01-04 00:00:00-05:00,363.07,363.21,352.93,356.77,110210800,0.0,0.0,0.0
2021-01-05 00:00:00-05:00,356.1,360.36,356.05,359.22,66426200,0.0,0.0,0.0
2021-01-06 00:00:00-05:00,357.66,364.69,357.09,361.37,107997700,0.0,0.0,0.0
2021-01-07 00:00:00-05:00,363.84,367.51,363.66,366.74,68766800,0.0,0.0,0.0
2021-01-08 00:00:00-05:00,368.18,369.05,364.81,368.83,71677200,0.0,0.0,0.0
2021-01-11 00:00:00-05:00,365.53,368.17,365.41,366.34,51034700,0.0,0.0,0.0
2021-01-12 00:00:00-05:00,366.54,367.48,364.09,366.42,52547700,0.0,0.0,0.0
2021-01-13 00:00:00-05:00,366.34,368.44,365.53,367.41,45303600,0.0,0.0,0.0
2021-01-14 00:00:00-05:00,368.18,368.7,365.77,366.12,49989100,0.0,0.0,0.0
2021-01-15 00:00:00-05:00,364.44,365.27,361.52,363.45,107160000,0.0,0.0,0.0
2021-01-19 00:00:00-05:00,366.01,366.87,364.47,366.31,51233300,0.0,0.0,0.0
2021-01-20 00:00:00-05:00,368.69,372.25,368.28,371.37,61836100,0.0,0.0,0.0
2021-01-21 00:00:00-05:00,371.96,372.4,370.76,371.71,47840100,0.0,0.0,0.0
2021-01-22 00:00:00-05:00,369.79,371.61,369.39,370.4,52860500,0.0,0.0,0.0
2021-01-25 00:00:00-05:00,371.16,372.23,366.12,371.86,70402000,0.0,0.0,0.0
2021-01-26 00:00:00-05:00,372.85,373.27,371.04,371.28,42665300,0.0,0.0,0.0
2021-01-27 00:00:00-05:00,367.82,367.92,359.88,362.2,123351100,0.0,0.0,0.0
2021-01-28 00:00:00-05:00,364.09,369.48,363.64,365.32,94198100,0.0,0.0,0.0
2021-01-29 00:00:00-05:00,363.38,364.39,356.26,358.01,126765100,0.0,0.0,0.0
2021-02-01 00:00:00-05:00,361.54,365.04,358.31,363.96,75817600,0.0,0.0,0.0
2021-02-02 00:00:00-05:00,367.27,370.73,364.05,369.11,64450700,0.0,0.0,0.0
2021-02-03 00:00:00-05:00,369.97,371.19,368.08,369.4,52427100,0.0,0.0,0.0
2021-02-04 00:00:00-05:00,370.48,373.65,369.52,373.6,47142600,0.0,0.0,0.0
2021-02-05 00:00:00-05:00,375.54,375.81,373.55,375.07,48669800,0.0,0.0,0.0
2021-02-08 00:00:00-05:00,376.58,377.83,375.69,377.78,38365200,0.0,0.0,0.0
2021-02-09 00:00:00-05:00,376.91,378.15,376.48,377.53,35551100,0.0,0.0,0.0
2021-02-10 00:00:00-05:00,379.34,379.49,374.87,377.36,59154400,0.0,0.0,0.0
2021-02-11 00:00:00-05:00,378.49,378.92,375.45,377.97,42913300,0.0,0.0,0.0
2021-02-12 00:00:00-05:00,377.14,380.09,377.06,379.84,50593300,0.0,0.0,0.0
2021-02-16 00:00:00-05:00,381.12,381.32,378.77,379.51,50972400,0.0,0.0,0.0
2021-02-17 00:00:00-05:00,377.69,379.86,376.64,379.6,52290600,0.0,0.0,0.0
2021-02-18 00:00:00-05:00,376.89,378.76,375.1,377.98,59712800,0.0,0.0,0.0
2021-02-19 00:00:00-05:00,379.29,379.59,376.85,377.31,83241000,0.0,0.0,0.0
2021-02-22 00:00:00-05:00,374.44,376.92,374.13,374.41,67414200,0.0,0.0,0.0
2021-02-23 00:00:00-05:00,372.12,376.27,367.81,374.87,107284100,0.0,0.0,0.0
2021-02-24 00:00:00-05:00,373.74,379.44,372.71,379.0,72433900,0.0,0.0,0.0
2021-02-25 00:00:00-05:00,377.68,379.1,368.37,369.87,146670500,0.0,0.0,0.0
2021-02-26 00:00:00-05:00,371.82,373.01,365.9,367.96,152701600,0.0,0.0,0.0
2021-03-01 00:00:00-05:00,373.02,378.18,368.16,376.88,105348800,0.0,0.0,0.0
2021-03-02 00:00:00-05:00,377.11,377.35,373.42,373.94,79595300,0.0,0.0,0.0
2021-03-03 00:00:00-05:00,373.21,374.22,368.88,368.99,119940200,0.0,0.0,0.0
2021-03-04 00:00:00-05:00,368.79,371.48,359.76,364.42,183433000,0.0,0.0,0.0
2021-03-05 00:00:00-05:00,368.06,372.22,360.49,371.12,152039600,0.0,0.0,0.0
2021-03-08 00:00:00-05:00,372.12,375.04,368.99,369.28,123149200,0.0,0.0,0.0
2021-03-09 00:00:00-05:00,373.27,377.2,372.75,374.55,113633600,0.0,0.0,0.0
2021-03-10 00:00:00-05:00,376.99,378.64,375.52,376.88,109899400,0.0,0.0,0.0
2021-03-11 00:00:00-05:00,379.44,382.75,378.97,380.7,86245000,0.0,0.0,0.0
2021-03-12 00:00:00-05:00,379.29,381.36,378.45,381.21,64653600,0.0,0.0,0.0
2021-03-15 00:00:00-04:00,381.47,383.76,379.25,383.49,73427200,0.0,0.0,0.0
2021-03-16 00:00:00-04:00,384.13,384.86,382.2,383.0,73722500,0.0,0.0,0.0
2021-03-17 00:00:00-04:00,381.67,385.14,380.48,384.31,97959300,0.0,0.0,0.0
2021-03-18 00:00:00-04:00,381.62,383.79,378.01,378.72,115349100,0.0,0.0,0.0
2021-03-19 00:00:00-04:00,378.4,380.05,375.76,378.02,113624500,1.28,0.0,0.0
2021-03-22 00:00:00-04:00,378.55,382.47,378.49,381.04,73778600,0.0,0.0,0.0
2021-03-23 00:00:00-04:00,380.38,381.88,377.22,378.04,90686600,0.0,0.0,0.0
2021-03-24 00:00:00-04:00,379.49,381.19,376.07,376.11,97588600,0.0,0.0,0.0
2021-03-25 00:00:00-04:00,374.62,379.06,372.6,378.23,116128600,0.0,0.0,0.0
2021-03-26 00:00:00-04:00,379.42,384.74,378.8,384.33,114409100,0.0,0.0,0.0
2021-03-29 00:00:00-04:00,382.79,385.07,381.25,384.13,108107600,0.0,0.0,0.0
2021-03-30 00:00:00-04:00,382.81,383.81,381.45,383.11,76262200,0.0,0.0,0.0
2021-03-31 00:00:00-04:00,383.7,386.29,383.68,384.67,112734200,0.0,0.0,0.0
2021-04-01 00:00:00-04:00,386.67,388.88,386.46,388.82,99682900,0.0,0.0,0.0
2021-04-05 00:00:00-04:00,391.59,394.96,391.51,394.4,91684800,0.0,0.0,0.0
2021-04-06 00:00:00-04:00,393.82,395.25,393.47,394.17,62021000,0.0,0.0,0.0
2021-04-07 00:00:00-04:00,393.99,394.98,393.52,394.62,55836300,0.0,0.0,0.0
2021-04-08 00:00:00-04:00,395.92,396.55,394.95,396.5,57863100,0.0,0.0,0.0
2021-04-09 00:00:00-04:00,396.37,399.55,396.24,399.38,61104600,0.0,0.0,0.0
2021-04-12 00:00:00-04:00,398.76,399.81,398.13,399.52,56704900,0.0,0.0,0.0
2021-04-13 00:00:00-04:00,399.42,401.36,399.02,400.71,56551000,0.0,0.0,0.0
2021-04-14 00:00:00-04:00,400.68,401.78,398.78,399.34,61659900,0.0,0.0,0.0
2021-04-15 00:00:00-04:00,401.56,403.91,401.51,403.63,60229800,0.0,0.0,0.0
2021-04-16 00:00:00-04:00,404.97,405.61,403.49,404.98,82037300,0.0,0.0,0.0
2021-04-19 00:00:00-04:00,404.01,404.47,401.61,402.99,78498500,0.0,0.0,0.0
2021-04-20 00:00:00-04:00,401.73,402.87,398.51,400.04,81851800,0.0,0.0,0.0
2021-04-21 00:00:00-04:00,399.4,404.04,399.25,403.82,66793000,0.0,0.0,0.0
2021-04-22 00:00:00-04:00,403.65,404.51,399.03,400.14,97582800,0.0,0.0,0.0
2021-04-23 00:00:00-04:00,400.72,405.94,400.64,404.47,73209200,0.0,0.0,0.0
2021-04-26 00:00:00-04:00,405.15,405.91,404.54,405.32,52182400,0.0,0.0,0.0
2021-04-27 00:00:00-04:00,405.63,405.83,404.05,405.23,51303100,0.0,0.0,0.0
2021-04-28 00:00:00-04:00,405.51,406.68,404.63,405.11,51238900,0.0,0.0,0.0
2021-04-29 00:00:00-04:00,407.95,408.34,404.18,407.7,78544300,0.0,0.0,0.0
2021-04-30 00:00:00-04:00,405.34,406.22,404.09,405.02,85527000,0.0,0.0,0.0
2021-05-03 00:00:00-04:00,407.09,407.48,405.38,405.89,68128300,0.0,0.0,0.0
2021-05-04 00:00:00-04:00,403.82,404.34,399.55,403.39,101591200,0.0,0.0,0.0
2021-05-05 00:00:00-04:00,405.1,405.34,402.93,403.51,60162200,0.0,0.0,0.0
2021-05-06 00:00:00-04:00,403.59,406.87,401.5,406.74,74321400,0.0,0.0,0.0
2021-05-07 00:00:00-04:00,407.53,410.38,406.82,409.7,67733800,0.0,0.0,0.0
2021-05-10 00:00:00-04:00,410.06,410.3,405.51,405.64,81852400,0.0,0.0,0.0
2021-05-11 00:00:00-04:00,400.94,403.05,397.99,402.02,116888000,0.0,0.0,0.0
2021-05-12 00:00:00-04:00,399.13,400.45,392.11,393.48,134811000,0.0,0.0,0.0
2021-05-13 00:00:00-04:00,395.09,400.21,395.04,398.2,106394000,0.0,0.0,0.0
2021-05-14 00:00:00-04:00,401.05,405.2,401.02,404.32,82201600,0.0,0.0,0.0
2021-05-17 00:00:00-04:00,403.16,404.13,401.19,403.29,65129200,0.0,0.0,0.0
2021-05-18 00:00:00-04:00,403.56,403.81,399.65,399.82,59810200,0.0,0.0,0.0
2021-05-19 00:00:00-04:00,394.94,398.95,393.4,398.77,106467100,0.0,0.0,0.0
2021-05-20 00:00:00-04:00,399.68,404.37,399.55,403.06,78022200,0.0,0.0,0.0
2021-05-21 00:00:00-04:00,404.6,405.89,402.25,402.73,76578700,0.0,0.0,0.0
2021-05-24 00:00:00-04:00,405.06,407.95,404.8,406.83,51376700,0.0,0.0,0.0
2021-05-25 00:00:00-04:00,407.96,408.33,405.33,405.93,57451400,0.0,0.0,0.0
2021-05-26 00:00:00-04:00,406.54,407.26,405.46,406.74,43088600,0.0,0.0,0.0
2021-05-27 00:00:00-04:00,407.8,408.34,406.66,406.95,56707700,0.0,0.0,0.0
2021-05-28 00:00:00-04:00,408.58,408.85,407.43,407.68,58520200,0.0,0.0,0.0
2021-06-01 00:00:00-04:00,410.13,410.28,406.86,407.32,54216600,0.0,0.0,0.0
2021-06-02 00:00:00-04:00,408.0,408.83,406.95,407.96,49097100,0.0,0.0,0.0
2021-06-03 00:00:00-04:00,405.55,407.63,404.03,406.44,58138800,0.0,0.0,0.0
2021-06-04 00:00:00-04:00,408.37,410.47,406.51,410.16,55938800,0.0,0.0,0.0
2021-06-07 00:00:00-04:00,410.15,410.34,408.79,409.76,51555000,0.0,0.0,0.0
2021-06-08 00:00:00-04:00,410.66,410.75,407.95,409.85,47134300,0.0,0.0,0.0
2021-06-09 00:00:00-04:00,410.72,410.8,409.01,409.24,48436300,0.0,0.0,0.0
2021-06-10 00:00:00-04:00,410.51,412.13,409.14,411.14,51020100,0.0,0.0,0.0
2021-06-11 00:00:00-04:00,411.71,411.94,410.38,411.82,45570800,0.0,0.0,0.0
2021-06-14 00:00:00-04:00,411.94,412.85,410.65,412.74,42358500,0.0,0.0,0.0
2021-06-15 00:00:00-04:00,412.9,412.94,411.07,411.99,51508500,0.0,0.0,0.0
2021-06-16 00:00:00-04:00,412.13,412.37,407.56,409.69,80386100,0.0,0.0,0.0
2021-06-17 00:00:00-04:00,409.26,410.57,406.98,409.55,90949700,0.0,0.0,0.0
2021-06-18 00:00:00-04:00,406.14,406.86,403.81,404.03,118676300,1.38,0.0,0.0
2021-06-21 00:00:00-04:00,405.86,410.0,405.01,409.81,72822000,0.0,0.0,0.0
2021-06-22 00:00:00-04:00,409.8,412.87,409.05,412.0,57700300,0.0,0.0,0.0
2021-06-23 00:00:00-04:00,412.08,412.92,411.42,411.5,49445400,0.0,0.0,0.0
2021-06-24 00:00:00-04:00,413.73,414.38,413.47,413.94,45110300,0.0,0.0,0.0
2021-06-25 00:00:00-04:00,414.72,415.88,414.38,415.41,58129500,0.0,0.0,0.0
2021-06-28 00:00:00-04:00,415.95,416.42,414.71,416.25,53159600,0.0,0.0,0.0
2021-06-29 00:00:00-04:00,416.65,417.31,415.91,416.47,35970500,0.0,0.0,0.0
2021-06-30 00:00:00-04:00,415.99,417.52,415.96,416.82,64827900,0.0,0.0,0.0
2021-07-01 00:00:00-04:00,417.61,419.29,417.54,419.13,53441000,0.0,0.0,0.0
2021-07-02 00:00:00-04:00,420.34,422.7,419.22,422.33,57697700,0.0,0.0,0.0
2021-07-06 00:00:00-04:00,422.39,422.61,418.72,421.56,68710400,0.0,0.0,0.0
2021-07-07 00:00:00-04:00,422.27,423.34,420.18,423.05,63549500,0.0,0.0,0.0
2021-07-08 00:00:00-04:00,417.52,420.39,416.29,419.61,97595200,0.0,0.0,0.0
2021-07-09 00:00:00-04:00,421.17,424.4,419.4,424.08,76238600,0.0,0.0,0.0
2021-07-12 00:00:00-04:00,424.0,425.87,423.55,425.6,52889600,0.0,0.0,0.0
2021-07-13 00:00:00-04:00,424.79,426.34,423.88,424.15,52911300,0.0,0.0,0.0
2021-07-14 00:00:00-04:00,425.92,426.42,423.49,424.79,64130400,0.0,0.0,0.0
2021-07-15 00:00:00-04:00,423.39,424.09,421.36,423.33,55126400,0.0,0.0,0.0
2021-07-16 00:00:00-04:00,424.56,424.61,419.61,420.01,75874700,0.0,0.0,0.0
2021-07-19 00:00:00-04:00,415.0,420.08,410.89,413.81,147987000,0.0,0.0,0.0
2021-07-20 00:00:00-04:00,414.5,421.07,413.68,419.74,99608200,0.0,0.0,0.0
2021-07-21 00:00:00-04:00,420.99,423.29,419.69,423.14,64724400,0.0,0.0,0.0
2021-07-22 00:00:00-04:00,423.32,424.28,422.3,424.03,47878500,0.0,0.0,0.0
2021-07-23 00:00:00-04:00,426.03,428.74,425.32,428.39,63766600,0.0,0.0,0.0
2021-07-26 00:00:00-04:00,427.77,429.45,427.73,429.44,43719200,0.0,0.0,0.0
2021-07-27 00:00:00-04:00,428.36,428.39,424.54,427.48,67397100,0.0,0.0,0.0
2021-07-28 00:00:00-04:00,428.14,428.74,425.83,427.31,52472400,0.0,0.0,0.0
2021-07-29 00:00:00-04:00,428.27,430.2,428.26,429.08,47435300,0.0,0.0,0.0
2021-07-30 00:00:00-04:00,426.41,428.51,426.28,427.0,68951200,0.0,0.0,0.0
2021-08-02 00:00:00-04:00,428.78,429.35,425.73,426.1,58783300,0.0,0.0,0.0
2021-08-03 00:00:00-04:00,426.93,429.69,424.65,429.57,58053900,0.0,0.0,0.0
2021-08-04 00:00:00-04:00,428.23,429.54,427.21,427.45,46732200,0.0,0.0,0.0
2021-08-05 00:00:00-04:00,428.66,430.25,428.33,430.16,38969700,0.0,0.0,0.0
2021-08-06 00:00:00-04:00,430.49,431.31,430.2,430.87,46930000,0.0,0.0,0.0
2021-08-09 00:00:00-04:00,430.84,431.17,429.72,430.52,41222600,0.0,0.0,0.0
2021-08-10 00:00:00-04:00,430.99,431.8,430.28,431.06,43339300,0.0,0.0,0.0
2021-08-11 00:00:00-04:00,432.17,432.22,431.0,432.13,44034300,0.0,0.0,0.0
2021-08-12 00:00:00-04:00,431.97,433.57,431.04,433.42,38909400,0.0,0.0,0.0
2021-08-13 00:00:00-04:00,433.89,434.23,433.38,434.21,39470300,0.0,0.0,0.0
2021-08-16 00:00:00-04:00,432.86,435.37,431.24,435.23,73740000,0.0,0.0,0.0
2021-08-17 00:00:00-04:00,432.58,433.28,429.27,432.38,92673900,0.0,0.0,0.0
2021-08-18 00:00:00-04:00,431.33,432.96,427.4,427.65,89351900,0.0,0.0,0.0
2021-08-19 00:00:00-04:00,424.81,429.56,424.67,428.31,92812200,0.0,0.0,0.0
2021-08-20 00:00:00-04:00,428.67,432.06,428.16,431.72,72008700,0.0,0.0,0.0
2021-08-23 00:00:00-04:00,433.47,436.46,431.8,435.52,54973000,0.0,0.0,0.0
2021-08-24 00:00:00-04:00,436.21,436.76,435.67,436.21,38744700,0.0,0.0,0.0
2021-08-25 00:00:00-04:00,436.4,437.66,436.01,437.12,40529700,0.0,0.0,0.0
2021-08-26 00:00:00-04:00,436.83,437.07,434.45,434.54,57829600,0.0,0.0,0.0
2021-08-27 00:00:00-04:00,435.38,438.82,435.32,438.43,77235100,0.0,0.0,0.0
2021-08-30 00:00:00-04:00,439.13,441.17,438.88,440.36,48357400,0.0,0.0,0.0
2021-08-31 00:00:00-04:00,440.26,440.61,439.08,439.7,59300200,0.0,0.0,0.0
2021-09-01 00:00:00-04:00,440.68,441.21,439.69,439.94,48721400,0.0,0.0,0.0
2021-09-02 00:00:00-04:00,441.42,442.13,440.04,441.29,42501000,0.0,0.0,0.0
2021-09-03 00:00:00-04:00,440.11,441.72,439.69,441.18,47170500,0.0,0.0,0.0
2021-09-07 00:00:00-04:00,440.82,440.92,438.9,439.61,51671500,0.0,0.0,0.0
2021-09-08 00:00:00-04:00,439.05,439.81,437.07,439.07,56181900,0.0,0.0,0.0
2021-09-09 00:00:00-04:00,438.87,440.69,436.94,437.19,57970400,0.0,0.0,0.0
2021-09-10 00:00:00-04:00,439.2,439.64,433.62,433.74,89948200,0.0,0.0,0.0
2021-09-13 00:00:00-04:00,436.86,437.13,432.45,434.85,83738600,0.0,0.0,0.0
2021-09-14 00:00:00-04:00,436.35,436.57,431.58,432.51,78197100,0.0,0.0,0.0
2021-09-15 00:00:00-04:00,432.95,436.64,431.8,436.12,78792200,0.0,0.0,0.0
2021-09-16 00:00:00-04:00,435.57,436.59,432.36,435.43,77786700,0.0,0.0,0.0
2021-09-17 00:00:00-04:00,434.63,435.07,430.82,431.19,118425000,1.43,0.0,0.0
2021-09-20 00:00:00-04:00,424.82,426.46,418.94,424.0,166445500,0.0,0.0,0.0
2021-09-21 00:00:00-04:00,426.43,427.78,423.05,423.6,92526100,0.0,0.0,0.0
2021-09-22 00:00:00-04:00,425.96,429.85,423.71,427.73,102350100,0.0,0.0,0.0
2021-09-23 00:00:00-04:00,429.67,434.6,429.43,432.93,76396000,0.0,0.0,0.0
2021-09-24 00:00:00-04:00,431.23,434.38,431.0,433.64,62094800,0.0,0.0,0.0
2021-09-27 00:00:00-04:00,432.56,433.78,431.68,432.4,61371100,0.0,0.0,0.0
2021-09-28 00:00:00-04:00,429.52,429.86,422.92,423.68,130436300,0.0,0.0,0.0
2021-09-29 00:00:00-04:00,425.12,426.93,423.81,424.4,82329200,0.0,0.0,0.0
2021-09-30 00:00:00-04:00,425.93,426.66,418.86,419.21,140506000,0.0,0.0,0.0
2021-10-01 00:00:00-04:00,421.01,425.94,417.34,424.19,129240100,0.0,0.0,0.0
2021-10-04 00:00:00-04:00,422.98,423.92,416.5,418.72,128570000,0.0,0.0,0.0
2021-10-05 00:00:00-04:00,420.29,425.41,419.45,423.08,90682500,0.0,0.0,0.0
2021-10-06 00:00:00-04:00,419.34,425.05,417.65,424.84,113032200,0.0,0.0,0.0
2021-10-07 00:00:00-04:00,428.25,431.46,428.06,428.51,72437500,0.0,0.0,0.0
2021-10-08 00:00:00-04:00,429.31,429.71,427.07,427.73,74557400,0.0,0.0,0.0
2021-10-11 00:00:00-04:00,427.05,430.07,424.56,424.63,65233300,0.0,0.0,0.0
2021-10-12 00:00:00-04:00,425.59,426.01,422.77,423.59,71181200,0.0,0.0,0.0
2021-10-13 00:00:00-04:00,424.65,425.96,421.56,425.11,72974000,0.0,0.0,0.0
2021-10-14 00:00:00-04:00,428.92,432.42,428.43,432.26,70236800,0.0,0.0,0.0
2021-10-15 00:00:00-04:00,434.46,435.93,433.81,435.55,66260200,0.0,0.0,0.0
2021-10-18 00:00:00-04:00,433.7,437.19,433.01,436.84,62213200,0.0,0.0,0.0
2021-10-19 00:00:00-04:00,438.53,440.28,437.9,440.21,46996800,0.0,0.0,0.0
2021-10-20 00:00:00-04:00,440.69,442.25,440.57,441.94,49571600,0.0,0.0,0.0
2021-10-21 00:00:00-04:00,441.32,443.33,440.87,443.1,41305400,0.0,0.0,0.0
2021-10-22 00:00:00-04:00,442.65,444.15,440.61,442.64,58845100,0.0,0.0,0.0
2021-10-25 00:00:00-04:00,443.77,445.35,441.92,445.01,45214500,0.0,0.0,0.0
2021-10-26 00:00:00-04:00,446.62,447.88,445.02,445.41,56075100,0.0,0.0,0.0
2021-10-27 00:00:00-04:00,445.89,446.58,443.36,443.44,72438000,0.0,0.0,0.0
2021-10-28 00:00:00-04:00,444.92,447.79,444.91,447.72,51437900,0.0,0.0,0.0
2021-10-29 00:00:00-04:00,445.32,448.93,445.02,448.62,70162400,0.0,0.0,0.0
2021-11-01 00:00:00-04:00,449.65,450.04,447.6,449.4,48433600,0.0,0.0,0.0
2021-11-02 00:00:00-04:00,449.57,451.54,449.43,451.21,48908400,0.0,0.0,0.0
2021-11-03 00:00:00-04:00,450.63,454.39,450.17,453.97,52509800,0.0,0.0,0.0
2021-11-04 00:00:00-04:00,454.59,456.19,454.23,456.11,52847100,0.0,0.0,0.0
2021-11-05 00:00:00-04:00,458.42,459.76,456.12,457.69,66390600,0.0,0.0,0.0
2021-11-08 00:00:00-05:00,458.83,459.35,457.37,458.08,50405200,0.0,0.0,0.0
2021-11-09 00:00:00-05:00,458.46,458.71,455.1,456.57,51149100,0.0,0.0,0.0
2021-11-10 00:00:00-05:00,454.81,456.57,451.35,452.89,69429700,0.0,0.0,0.0
2021-11-11 00:00:00-05:00,454.45,454.52,453.02,453.04,34848500,0.0,0.0,0.0
2021-11-12 00:00:00-05:00,454.36,457.03,453.37,456.46,53466700,0.0,0.0,0.0
2021-11-15 00:00:00-05:00,457.8,457.96,455.44,456.61,46980500,0.0,0.0,0.0
2021-11-16 00:00:00-05:00,456.34,459.6,456.26,458.42,48857500,0.0,0.0,0.0
2021-11-17 00:00:00-05:00,458.15,458.33,456.66,457.31,47858300,0.0,0.0,0.0
2021-11-18 00:00:00-05:00,458.38,459.14,455.55,458.86,50625600,0.0,0.0,0.0
2021-11-19 00:00:00-05:00,458.74,460.04,457.66,458.04,57315600,0.0,0.0,0.0
2021-11-22 00:00:00-05:00,459.99,462.58,456.54,456.75,72762000,0.0,0.0,0.0
2021-11-23 00:00:00-05:00,456.41,458.25,453.7,457.36,73206500,0.0,0.0,0.0
2021-11-24 00:00:00-05:00,455.28,458.71,454.43,458.58,61858800,0.0,0.0,0.0
2021-11-26 00:00:00-05:00,451.64,453.17,447.18,448.35,112669600,0.0,0.0,0.0
2021-11-29 00:00:00-05:00,453.33,455.76,451.05,453.85,86268800,0.0,0.0,0.0
2021-11-30 00:00:00-05:00,451.31,453.29,444.77,445.02,148559600,0.0,0.0,0.0
2021-12-01 00:00:00-05:00,450.96,453.92,439.87,440.08,131939200,0.0,0.0,0.0
2021-12-02 00:00:00-05:00,440.3,448.45,439.89,446.82,127637800,0.0,0.0,0.0
2021-12-03 00:00:00-05:00,448.55,449.65,438.53,442.93,137331600,0.0,0.0,0.0
2021-12-06 00:00:00-05:00,445.58,450.13,443.07,448.17,98977500,0.0,0.0,0.0
2021-12-07 00:00:00-05:00,453.66,458.03,448.04,457.45,95484700,0.0,0.0,0.0
2021-12-08 00:00:00-05:00,457.86,459.13,456.03,458.66,72238800,0.0,0.0,0.0
2021-12-09 00:00:00-05:00,457.32,458.76,455.35,455.56,61272600,0.0,0.0,0.0
2021-12-10 00:00:00-05:00,458.37,460.0,455.72,459.85,77159800,0.0,0.0,0.0
2021-12-13 00:00:00-05:00,459.31,459.67,455.48,455.77,87724700,0.0,0.0,0.0
2021-12-14 00:00:00-05:00,452.38,454.96,449.6,452.64,97264100,0.0,0.0,0.0
2021-12-15 00:00:00-05:00,452.7,459.97,450.08,459.71,116899300,0.0,0.0,0.0
2021-12-16 00:00:00-05:00,461.64,461.93,454.05,455.66,116568600,0.0,0.0,0.0
2021-12-17 00:00:00-05:00,452.45,455.58,449.03,450.81,135511600,1.63,0.0,0.0
2021-12-20 00:00:00-05:00,445.52,446.43,442.25,446.01,107134800,0.0,0.0,0.0
2021-12-21 00:00:00-05:00,449.57,454.08,447.32,453.94,69806300,0.0,0.0,0.0
2021-12-22 00:00:00-05:00,453.67,458.59,453.46,458.47,58890200,0.0,0.0,0.0
2021-12-23 00:00:00-05:00,459.51,462.89,459.41,461.33,56439700,0.0,0.0,0.0
2021-12-27 00:00:00-05:00,462.76,467.9,462.71,467.86,56808600,0.0,0.0,0.0
2021-12-28 00:00:00-05:00,468.31,469.37,466.68,467.47,47274600,0.0,0.0,0.0
2021-12-29 00:00:00-05:00,467.58,469.13,466.54,468.07,54503000,0.0,0.0,0.0
2021-12-30 00:00:00-05:00,468.51,469.56,466.3,466.78,55329000,0.0,0.0,0.0
2021-12-31 00:00:00-05:00,466.27,467.46,465.32,465.6,65237400,0.0,0.0,0.0
